"ID","案例类型","论文名称","论文作者","论文链接","论文年份","来源标签
（会议期刊）","github链接","状态"
"93","💡 未复现","Describing Differences in Image Sets with Natural Language","Lisa Dunlap, Yuhui Zhang, Xiaohan Wang, Ruiqi Zhong, Trevor Darrell, Jacob Steinhardt, Joseph E. Gonzalez, Serena Yeung-Levy","https://arxiv.org/abs/2312.02974","2024","CVPR","https://github.com/Understanding-Visual-Datasets/VisDiff",""
"94","💡 未复现","XFeat: Accelerated Features for Lightweight Image Matching","Guilherme Potje, Felipe Cadar, Andre Araujo, Renato Martins, Erickson R. Nascimento","https://arxiv.org/abs/2404.19174","2024","CVPR","https://github.com/verlab/accelerated_features",""
"95","💡 未复现","pixelSplat: 3D Gaussian Splats from Image Pairs for Scalable Generalizable 3D Reconstruction","David Charatan, Sizhe Li, Andrea Tagliasacchi, Vincent Sitzmann","https://arxiv.org/abs/2312.12337","2024","CVPR","",""
"96","💡 未复现","GPT4Point: A Unified Framework for Point-Language Understanding and Generation","Zhangyang Qi, Ye Fang, Zeyi Sun, Xiaoyang Wu, Tong Wu, Jiaqi Wang, Dahua Lin, Hengshuang Zhao","https://arxiv.org/abs/2312.02980","2024","CVPR","",""
"97","💡 未复现","Florence-2: Advancing a Unified Representation for a Variety of Vision Tasks","Bin Xiao, Haiping Wu, Weijian Xu, Xiyang Dai, Houdong Hu, Yumao Lu, Michael Zeng, Ce Liu, Lu Yuan","https://arxiv.org/abs/2311.06242","2024","CVPR","",""
"98","💡 未复现","Identity-Preserving Text-to-Video Generation by Frequency Decomposition","Shenghai Yuan, Jinfa Huang, Xianyi He, Yunyuan Ge, Yujun Shi, Liuhan Chen, Jiebo Luo, Li Yuan","https://arxiv.org/abs/2411.17440","2025","CVPR","https://github.com/PKU-YuanGroup/ConsisID",""
"99","💡 未复现","Cinemo: Consistent and Controllable Image Animation with Motion Diffusion Models","Xin Ma, Yaohui Wang, Gengyun Jia, Xinyuan Chen, Yuan-Fang Li, Cunjian Chen, Yu Qiao","https://arxiv.org/abs/2407.15642","2025","CVPR","https://github.com/maxin-cn/Cinemo",""
"100","💡 未复现","X-Dyna: Expressive Dynamic Human Image Animation","Di Chang, Hongyi Xu, You Xie, Yipeng Gao, Zhengfei Kuang, Shengqu Cai, Chenxu Zhang, Guoxian Song, Chao Wang, Yichun Shi, Zeyuan Chen, Shijie Zhou, Linjie Luo, Gordon Wetzstein, Mohammad Soleymani","https://arxiv.org/abs/2501.10021","2025","CVPR","https://github.com/bytedance/X-Dyna",""
"101","💡 未复现","PhyT2V: LLM-Guided Iterative Self-Refinement for Physics-Grounded Text-to-Video Generation","Qiyao Xue, Xiangyu Yin, Boyuan Yang, Wei Gao","https://arxiv.org/pdf/2412.00596","2025","CVPR","https://github.com/pittisl/PhyT2V",""
"102","💡 未复现","Timestep Embedding Tells: It's Time to Cache for Video Diffusion Model","Feng Liu, Shiwei Zhang, Xiaofeng Wang, Yujie Wei, Haonan Qiu, Yuzhong Zhao, Yingya Zhang, Qixiang Ye, Fang Wan","https://arxiv.org/abs/2411.19108","2025","CVPR","https://github.com/ali-vilab/TeaCache",""
"103","💡 未复现","AR-Diffusion: Asynchronous Video Generation with Auto-Regressive Diffusion","Mingzhen Sun, Weining Wang, Gen Li, Jiawei Liu, Jiahui Sun, Wanquan Feng, Shanshan Lao, SiYu Zhou, Qian He, Jing Liu","https://arxiv.org/abs/2503.07418","2025","CVPR","https://github.com/iva-mzsun/AR-Diffusion",""
"104","💡 未复现","Number it: Temporal Grounding Videos like Flipping Manga","Yongliang Wu, Xinting Hu, Yuyang Sun, Yizhou Zhou, Wenbo Zhu, Fengyun Rao, Bernt Schiele, Xu Yang","https://arxiv.org/abs/2411.10332","2025","CVPR","https://github.com/yongliang-wu/NumPro",""
"105","💡 未复现","Edit Away and My Face Will not Stay: Personal Biometric Defense against Malicious Generative Editing","Hanhui Wang, Yihua Zhang, Ruizheng Bai, Yue Zhao, Sijia Liu, Zhengzhong Tu","https://arxiv.org/abs/2411.16832","2025","CVPR","https://github.com/taco-group/FaceLock",""
"106","💡 未复现","h-Edit: Effective and Flexible Diffusion-Based Editing via Doob’s h-Transform","Toan Nguyen, Kien Do, Duc Kieu, Thin Nguyen","https://arxiv.org/abs/2503.02187","2025","CVPR","https://github.com/nktoan/h-edit",""
"107","💡 未复现","OverLoCK: An Overview-first-Look-Closely-next ConvNet with Context-Mixing Dynamic Kernels","Meng Lou, Yizhou Yu","https://arxiv.org/abs/2502.20087","2025","CVPR","https://github.com/LMMMEng/OverLoCK","oral"
"108","💡 未复现","Alias-Free Latent Diffusion Models:Improving Fractional Shift Equivariance of Diffusion Latent Space","Yifan Zhou, Zeqi Xiao, Shuai Yang, Xingang Pan","https://arxiv.org/pdf/2503.09419","2025","CVPR","https://github.com/SingleZombie/AFLDM","oral"
"109","💡 未复现","3D Student Splatting and Scooping","Jialin Zhu, Jiangbei Yue, Feixiang He, He Wang","https://arxiv.org/abs/2503.10148","2025","CVPR","https://github.com/realcrane/3D-student-splating-and-scooping","oral"
"110","💡 未复现","CAP4D: Creating Animatable 4D Portrait Avatars with Morphable Multi-View Diffusion Models","Felix Taubner, Ruihang Zhang, Mathieu Tuli, David B. Lindell","https://arxiv.org/pdf/2412.12093","2025","CVPR","https://github.com/felixtaubner/cap4d/","oral"
"111","💡 未复现","Multi-view Reconstruction via SfM-guided Monocular Depth Estimation","Haoyu Guo, He Zhu, Sida Peng, Haotong Lin, Yunzhi Yan, Tao Xie, Wenguan Wang, Xiaowei Zhou, Hujun Bao","https://arxiv.org/pdf/2503.14483","2025","CVPR","https://github.com/zju3dv/Murre","oral"
"112","💡 未复现","Closed-Loop Supervised Fine-Tuning of Tokenized Traffic Models","Zhejun Zhang, Peter Karkus, Maximilian Igl, Wenhao Ding, Yuxiao Chen, Boris Ivanovic, Marco Pavone","https://arxiv.org/pdf/2412.05334","2025","CVPR","https://github.com/NVlabs/catk","oral"
"113","💡 未复现","CustAny: Customizing Anything from A Single Example","Lingjie Kong, Kai Wu, Xiaobin Hu, Wenhui Han, Jinlong Peng, Chengming Xu, Donghao Luo, Mengtian Li, Jiangning Zhang, Chengjie Wang, Yanwei Fu","https://arxiv.org/pdf/2406.11643v4","2025","CVPR","https://github.com/LingjieKong-fdu/CustAny","oral"
"114","💡 未复现","VGGT:Visual Geometry Grounded Transformer","Jianyuan Wang, Minghao Chen, Nikita Karaev, Andrea Vedaldi, Christian Rupprecht, David Novotny","https://arxiv.org/pdf/2503.11651","2025","CVPR","https://github.com/facebookresearch/vggt","oral,Award Candidate"
"115","💡 未复现","Navigation World Models","Amir Bar, Gaoyue Zhou, Danny Tran, Trevor Darrell, Yann LeCun","https://arxiv.org/pdf/2412.03572","2025","CVPR","https://github.com/facebookresearch/nwm/","oral"
"116","💡 未复现","MegaSaM: Accurate, Fast, and Robust Structure and Motion from Casual Dynamic Videos","Zhengqi Li, Richard Tucker, Forrester Cole, Qianqian Wang, Linyi Jin, Vickie Ye, Angjoo Kanazawa, Aleksander Holynski, Noah Snavely","https://arxiv.org/pdf/2412.04463","2025","CVPR","https://github.com/mega-sam/mega-sam","oral"
"117","💡 未复现","FoundationStereo: Zero-Shot Stereo Matching","Bowen Wen, Matthew Trepte, Joseph Aribido, Jan Kautz, Orazio Gallo, Stan Birchfield","https://arxiv.org/pdf/2501.09898","2025","CVPR","https://github.com/NVlabs/FoundationStereo/","oral,Award Candidate"
"118","💡 未复现","The PanAf-FGBG Dataset: Understanding the Impact of Backgrounds in Wildlife Behaviour Recognition","Otto Brookes, Maksim Kukushkin, Majid Mirmehdi, Colleen Stephens, Paula Dieguez, Thurston C. Hicks, Sorrel Jones, Kevin Lee, Maureen S. McCarthy, Amelia Meier, Emmanuelle Normand, Erin G. Wessling, Roman M. Wittig, Kevin Langergraber, Klaus Zuberbühler, Lukas Boesch, Thomas Schmid, Mimi Arandjelovic, Hjalmar Kühl, Tilo Burghardt","https://arxiv.org/pdf/2502.21201","2025","CVPR","https://obrookes.github.io/panaf-fgbg.github.io/","oral,Award Candidate"
"119","💡 未复现","Improving Diffusion Inverse Problem Solving with Decoupled Noise Annealing","Bingliang Zhang, Wenda Chu, Julius Berner, Chenlin Meng, Anima Anandkumar, Yang Song","https://arxiv.org/pdf/2407.01521","2025","CVPR","https://github.com/zhangbingliang2019/DAPS","oral"
"120","💡 未复现","MV-DUSt3R+: Single-StageSceneReconstruction fromSparseViewsIn2Seconds","Zhenggang Tang, Yuchen Fan, Dilin Wang, Hongyu Xu, Rakesh Ranjan, Alexander Schwing, Zhicheng Yan","https://arxiv.org/pdf/2412.06974","2025","CVPR","https://github.com/facebookresearch/mvdust3r","oral"
"121","💡 未复现","DIFIX3D+: Improving 3D Reconstructions with Single-Step Diffusion Models","Jay Zhangjie Wu, Yuxuan Zhang, Haithem Turki, Xuanchi Ren, Jun Gao, Mike Zheng Shou, Sanja Fidler, Zan Gojcic, Huan Ling","https://arxiv.org/pdf/2503.01774","2025","CVPR","https://github.com/nv-tlabs/Difix3D","oral,Award Candidate"
"122","💡 未复现","DIFFUSIONRENDERER: Neural Inverse and Forward Rendering with Video Diffusion Models","Ruofan Liang, Zan Gojcic, Huan Ling, Jacob Munkberg, Jon Hasselgren, Zhi-Hao Lin, Jun Gao, Alexander Keller, Nandita Vijaykumar, Sanja Fidler, Zian Wang","https://arxiv.org/pdf/2501.18590","2025","CVPR","https://research.nvidia.com/labs/toronto-ai/DiffusionRenderer/","oral"
"123","💡 未复现","OpenING: A Comprehensive Benchmark for Judging Open-ended Interleaved Image-Text Generation","Pengfei Zhou, Xiaopeng Peng, Jiajun Song, Chuanhao Li, Zhaopan Xu, Yue Yang, Ziyao Guo, Hao Zhang, Yuqi Lin, Yefei He, Lirui Zhao, Shuo Liu, Tianhua Li, Yuxuan Xie, Xiaojun Chang, Yu Qiao, Wenqi Shao, Kaipeng Zhang","https://arxiv.org/pdf/2411.18499","2025","CVPR","https://github.com/LanceZPF/OpenING","oral"
"124","💡 未复现","RandAR: Decoder-only Autoregressive Visual Generation in Random Orders","Ziqi Pang, Tianyuan Zhang, Fujun Luan, Yunze Man, Hao Tan, Kai Zhang, William T. Freeman, Yu-Xiong Wang","https://arxiv.org/pdf/2412.01827","2025","CVPR","https://github.com/ziqipang/RandAR","oral"
"125","💡 未复现","AnyEdit: Mastering Unified High-Quality Image Editing for Any Idea","Qifan Yu, Wei Chow, Zhongqi Yue, Kaihang Pan, Yang Wu, Xiaoyang Wan, Juncheng Li, Siliang Tang, Hanwang Zhang, Yueting Zhuang","https://arxiv.org/pdf/2411.15738","2025","CVPR","https://github.com/DCDmllm/AnyEdit","oral"
"126","💡 未复现","VideoEspresso: A Large-Scale Chain-of-Thought Dataset for Fine-Grained Video Reasoning via Core Frame Selection","Songhao Han, Wei Huang, Hairong Shi, Le Zhuo, Xiu Su, Shifeng Zhang, Xu Zhou, Xiaojuan Qi, Yue Liao, Si Liu","https://arxiv.org/pdf/2411.14794","2025","CVPR","https://github.com/hshjerry/VideoEspresso","oral"
"127","💡 未复现","SegEarth-OV: Towards Training-Free Open-Vocabulary Segmentation for Remote Sensing Images","Kaiyu Li, Ruixun Liu, Xiangyong Cao, Xueru Bai, Feng Zhou, Deyu Meng, Zhi Wang","https://arxiv.org/pdf/2410.01768","2025","CVPR","https://github.com/likyoo/SegEarth-OV","oral"
"128","💡 未复现","Minority-Focused Text-to-Image Generation via Prompt Optimization","Soobin Um, Jong Chul Ye","https://arxiv.org/pdf/2410.07838","2025","CVPR","https://github.com/soobin-um/MinorityPrompt","oral"
"129","💡 未复现","Autoregressive Distillation of Diffusion Transformers","Yeongmin Kim, Sotiris Anagnostidis, Yuming Du, Edgar Schönfeld, Jonas Kohler, Markos Georgopoulos, Albert Pumarola, Ali Thabet, Artsiom Sanakoyeu","https://arxiv.org/pdf/2504.11295","2025","CVPR","https://github.com/alsdudrla10/ARD","oral"
"130","💡 未复现","Molmo and PixMo:Open Weights and Open Data for State-of-the-Art Vision-Language Mo","Matt Deitke, Christopher Clark, Sangho Lee, Rohun Tripathi, Yue Yang, Jae Sung Park, Mohammadreza Salehi, Niklas Muennighoff, Kyle Lo, Luca Soldaini, Jiasen Lu, Taira Anderson, Erin Bransom, Kiana Ehsani, Huong Ngo, YenSung Chen, Ajay Patel, Mark Yatskar, Chris Callison-Burch, Andrew Head, Rose Hendrix, Favyen Bastani, Eli VanderBilt, Nathan Lambert, Yvonne Chou, Arnavi Chheda, Jenna Sparks, Sam Skjonsberg, Michael Schmitz, Aaron Sarnat, Byron Bischoff, Pete Walsh, Chris Newell, Piper Wolters, Tanmay Gupta, Kuo-Hao Zeng, Jon Borchardt, Dirk Groeneveld, Crystal Nam, Sophie Lebrecht, Caitlin Wittlif, Carissa Schoenick, Oscar Michel, Ranjay Krishna, Luca Weihs, Noah A. Smith, Hannaneh Hajishirzi, Ross Girshick, Ali Farhadi, Aniruddha Kembhavi","https://arxiv.org/pdf/2409.17146","2025","CVPR","https://github.com/allenai/molmo","oral"
"131","💡 未复现","Continuous 3D Perception Model with Persistent State","Qianqian Wang, Yifei Zhang, Aleksander Holynski, Alexei A. Efros, Angjoo Kanazawa","https://arxiv.org/pdf/2501.12387","2025","CVPR","https://github.com/CUT3R/CUT3R","oral"
"132","💡 未复现","Q-Eval-100K: Evaluating Visual Quality and Alignment Level for Text-to-Vision Content","Zicheng Zhang, Tengchuan Kou, Shushi Wang, Chunyi Li, Wei Sun, Wei Wang, Xiaoyu Li, Zongyu Wang, Xuezhi Cao, Xiongkuo Min, Xiaohong Liu, Guangtao Zhai","https://arxiv.org/pdf/2503.02357","2025","CVPR","https://github.com/zzc-1998/Q-Eval","oral"
"133","💡 未复现","Video-XL:Extra-Long Vision Language Model for Hour-Scale Video Understanding","Yan Shu, Zheng Liu, Peitian Zhang, Minghao Qin, Junjie Zhou, Zhengyang Liang, Tiejun Huang, Bo Zhao","https://arxiv.org/pdf/2409.14485","2025","CVPR","https://github.com/VectorSpaceLab/Video-XL","oral"
"134","💡 未复现","Go-with-the-Flow: Motion-Controllable Video Diffusion Models Using Real-Time Warped Noise","Ryan Burgert, Yuancheng Xu, Wenqi Xian, Oliver Pilarski, Pascal Clausen, Mingming He, Li Ma, Yitong Deng, Lingxiao Li, Mohsen Mousavi, Michael Ryoo, Paul Debevec, Ning Yu","https://arxiv.org/pdf/2501.08331","2025","CVPR","https://github.com/Eyeline-Research/Go-with-the-Flow","oral"
"135","💡 未复现","CleanDIFT: Diffusion Features without Noise","Nick Stracke, Stefan Andreas Baumann, Kolja Bauer, Frank Fundel, Björn Ommer","https://arxiv.org/pdf/2412.03439","2025","CVPR","https://github.com/CompVis/cleandift","oral"
"136","💡 未复现","CraftsMan3D: High-fidelity Mesh Generation with 3D Native Diffusion and Interactive Geometry Refiner","Weiyu Li, Jiarui Liu, Hongyu Yan, Rui Chen, Yixun Liang, Xuelin Chen, Ping Tan, Xiaoxiao Long","https://arxiv.org/pdf/2405.14979","2025","CVPR","https://github.com/wyysf-98/CraftsMan3D","oral"
"137","💡 未复现","DreamRelation: Bridging Customization and Relation Generation","Qingyu Shi, Lu Qi, Jianzong Wu, Jinbin Bai, Jingbo Wang, Yunhai Tong, Xiangtai Li","https://arxiv.org/pdf/2410.23280","2025","CVPR","https://github.com/Shi-qingyu/DreamRelation","oral"
"138","💡 未复现","Generative Multimodal Pretraining with Discrete Diffusion Timestep Tokens","Kaihang Pan, Wang Lin, Zhongqi Yue, Tenglong Ao, Liyu Jia, Wei Zhao, Juncheng Li, Siliang Tang, Hanwang Zhang","https://arxiv.org/pdf/2504.14666","2025","CVPR","https://github.com/selftok-team/SelftokTokenizer/","oral"
"139","💡 未复现","3DTopia-XL: Scaling High-quality 3D Asset Generation via Primitive Diffusion","Zhaoxi Chen, Jiaxiang Tang, Yuhao Dong, Ziang Cao, Fangzhou Hong, Yushi Lan, Tengfei Wang, Haozhe Xie, Tong Wu, Shunsuke Saito, Liang Pan, Dahua Lin, Ziwei Liu","https://openaccess.thecvf.com/content/CVPR2025/html/Chen_3DTopia-XL_Scaling_High-quality_3D_Asset_Generation_via_Primitive_Diffusion_CVPR_2025_paper.html","2025","CVPR","https://github.com/3DTopia/3DTopia-XL","highlight"
"140","💡 未复现","AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities","Guillaume Astruc, Nicolas Gonthier, Clement Mallet, Loic Landrieu","https://arxiv.org/abs/2412.14123","2025","CVPR","https://github.com/gastruc/AnySat","highlight"
"141","💡 未复现","Cross-modal Causal Relation Alignment for Video Question Grounding","Weixing Chen, Yang Liu, Binglin Chen, Jiandong Su, Yongsen Zheng, Liang Lin","https://arxiv.org/abs/2503.07635","2025","CVPR","https://github.com/WissingChen/CRA-GQA","highlight"
"142","💡 未复现","DepthCrafter: Generating Consistent Long Depth Sequences for Open-world Videos","Wenbo Hu, Xiangjun Gao, Xiaoyu Li, Sijie Zhao, Xiaodong Cun, Yong Zhang, Long Quan, Ying Shan","https://arxiv.org/abs/2409.02095","2025","CVPR","https://github.com/Tencent/DepthCrafter","highlight"
"143","💡 未复现","DroneSplat: 3D Gaussian Splatting for Robust 3D Reconstruction from In-the-Wild Drone Imagery","Jiadong Tang, Yu Gao, Dianyi Yang, Liqi Yan, Yufeng Yue, Yi Yang","https://arxiv.org/abs/2503.16964","2025","CVPR","https://github.com/BITyia/DroneSplat","highlight"
"144","💡 未复现","Empowering Vector Graphics with Consistently Arbitrary Viewing and View-dependent Visibility","Yidi Li, Jun Xiao, Zhengda Lu, Yiqun Wang, Haiyong Jiang","https://arxiv.org/abs/2505.21377","2025","CVPR","https://github.com/chenxinl/Dream3DVG","highlight"
"145","💡 未复现","Extrapolating and Decoupling Image-to-Video Generation Models: Motion Modeling is Easier Than You Think","Jie Tian, Xiaoye Qu, Zhenyi Lu, Wei Wei, Sichen Liu, Yu Cheng","https://arxiv.org/abs/2503.00948","2025","CVPR","https://github.com/Chuge0335/EDG","highlight"
"146","💡 未复现","ETAP: Event-based Tracking of Any Point","Friedhelm Hamann, Daniel Gehrig, Filbert Febryanto, Kostas Daniilidis, Guillermo Gallego","https://arxiv.org/abs/2412.00133","2025","CVPR","https://github.com/tub-rip/ETAP","highlight"
"147","💡 未复现","Flash3D: Super-scaling Point Transformers through Joint Hardware-Geometry Locality","Liyan Chen, Gregory P. Meyer, Zaiwei Zhang, Eric M. Wolff, Paul Vernaza","https://arxiv.org/abs/2412.16481","2025","CVPR","https://github.com/liyanc/Flash3DTransformer","highlight"
"148","💡 未复现","Flowing from Words to Pixels: A Noise-Free Framework for Cross-Modality Evolution","Qihao Liu, Xi Yin, Alan Yuille, Andrew Brown, Mannat Singh","https://arxiv.org/abs/2412.15213","2025","CVPR","https://github.com/qihao067/CrossFlow","highlight"
"149","💡 未复现","Generative Photography: Scene-Consistent Camera Control for Realistic Text-to-Image Synthesis","Yu Yuan, Xijun Wang, Yichen Sheng, Prateek Chennuri, Xingguang Zhang, Stanley Chan","https://arxiv.org/abs/2412.02168","2025","CVPR","https://github.com/pandayuanyu/generative-photography","highlight"
"150","💡 未复现","Generative Multiview Relighting for 3D Reconstruction under Extreme Illumination Variation","Hadi Alzayer, Philipp Henzler, Jonathan T. Barron, Jia-Bin Huang, Pratul P. Srinivasan, Dor Verbin","https://arxiv.org/abs/2412.15211","2025","CVPR","https://relight-to-reconstruct.github.io/","highlight"
"151","💡 未复现","Generative Densification: Learning to Densify Gaussians for High-Fidelity Generalizable 3D Reconstruction","Seungtae Nam, Xiangyu Sun, Gyeongjin Kang, Younggeun Lee, Seungjun Oh, Eunbyung Park","https://arxiv.org/abs/2412.06234","2025","CVPR","https://github.com/stnamjef/GenerativeDensification","highlight"
"152","💡 未复现","GEN3C: 3D-Informed World-Consistent Video Generation with Precise Camera Control","Xuanchi Ren, Tianchang Shen, Jiahui Huang, Huan Ling, Yifan Lu, Merlin Nimier-David, Thomas Müller, Alexander Keller, Sanja Fidler, Jun Gao","https://arxiv.org/abs/2503.03751","2025","CVPR","https://github.com/nv-tlabs/GEN3C","highlight"
"153","💡 未复现","Holmes-VAU: Towards Long-term Video Anomaly Understanding at Any Granularity","Huaxin Zhang, Xiaohao Xu, Xiang Wang, Jialong Zuo, Xiaonan Huang, Changxin Gao, Shanjun Zhang, Li Yu, Nong Sang","https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_Holmes-VAU_Towards_Long-term_Video_Anomaly_Understanding_at_Any_Granularity_CVPR_2025_paper.html","2025","CVPR","https://github.com/pipixin321/HolmesVAU","highlight"
"154","💡 未复现","HELVIPAD: A Real-World Dataset for Omnidirectional Stereo Depth Estimation","Mehdi Zayene, Jannik Endres, Albias Havolli, Charles Corbière, Salim Cherkaoui, Alexandre Kontouli, Alexandre Alahi","https://arxiv.org/abs/2411.18335","2025","CVPR","https://github.com/vita-epfl/Helvipad","highlight"
"155","💡 未复现","ImViD: Immersive Volumetric Videos for Enhanced VR Engagement","Zhengxian Yang, Shi Pan, Shengqi Wang, Haoxiang Wang, Li Lin, Guanjun Li, Zhengqi Wen, Borong Lin, Jianhua Tao, Tao Yu","https://arxiv.org/abs/2503.14359","2025","CVPR","https://github.com/Metaverse-AI-Lab-THU/ImViD","highlight"
"156","💡 未复现","Inst3D-LMM: Instance-Aware 3D Scene Understanding with Multi-modal Instruction Tuning","Hanxun Yu, Wentong Li, Song Wang, Junbo Chen, Jianke Zhu","https://openaccess.thecvf.com/content/CVPR2025/html/Yu_Inst3D-LMM_Instance-Aware_3D_Scene_Understanding_with_Multi-modal_Instruction_Tuning_CVPR_2025_paper.html","2025","CVPR","https://github.com/hanxunyu/Inst3D-LMM","highlight"
"157","💡 未复现","Learning 4D Panoptic Scene Graph Generation from Rich 2D Visual Scene","Shengqiong Wu, Hao Fei, Jingkang Yang, Xiangtai Li, Juncheng Li, Hanwang Zhang, Tat-seng Chua","https://arxiv.org/abs/2503.15019","2025","CVPR","https://github.com/ChocoWu/PSG-4D-LLM","highlight"
"158","💡 未复现","Mamba as a Bridge: Where Vision Foundation Models Meet Vision Language Models for Domain-Generalized Semantic Segmentation","Xin Zhang, Robby T. Tan","https://arxiv.org/abs/2504.03193","2025","CVPR","https://github.com/devinxzhang/MFuser","highlight"
"159","💡 未复现","MammAlps: A Multi-view Video Behavior Monitoring Dataset of Wild Mammals in the Swiss Alps","Valentin Gabeff, Haozhe Qi, Brendan Flaherty, Gencer Sumbül, Alexander Mathis, Devis Tuia","https://arxiv.org/abs/2503.18223","2025","CVPR","https://github.com/eceo-epfl/MammAlps","highlight"
"160","💡 未复现","Matrix3D: Large Photogrammetry Model All-in-One","Yuanxun Lu, Jingyang Zhang, Tian Fang, Jean-Daniel Nahmias, Yanghai Tsin, Long Quan, Xun Cao, Yao Yao, Shiwei Li","https://arxiv.org/abs/2502.07685","2025","CVPR","https://github.com/apple/ml-matrix3d","highlight"
"161","💡 未复现","MITracker: Multi-View Integration for Visual Object Tracking","Mengjie Xu, Yitao Zhu, Haotian Jiang, Jiaming Li, Zhenrong Shen, Sheng Wang, Haolin Huang, Xinyu Wang, Qing Yang, Han Zhang, Qian Wang","https://arxiv.org/abs/2502.20111","2025","CVPR","https://github.com/XuM007/MITracker","highlight"
"162","💡 未复现","Open-Canopy: Towards Very High Resolution Forest Monitoring","Fajwel Fogel, Yohann Perron, Nikola Besic, Laurent Saint-André, Agnès Pellissier-Tanon, Martin Schwartz, Thomas Boudras, Ibrahim Fayad, Alexandre d'Aspremont, Loic Landrieu, Philippe Ciais","https://openaccess.thecvf.com/content/CVPR2025/html/Fogel_Open-Canopy_Towards_Very_High_Resolution_Forest_Monitoring_CVPR_2025_paper.html","2025","CVPR","https://github.com/fajwel/Open-Canopy","highlight"
"163","💡 未复现","OpenHumanVid: A Large-Scale High-Quality Dataset for Enhancing Human-Centric Video Generation","Hui Li, Mingwang Xu, Yun Zhan, Shan Mu, Jiaye Li, Kaihui Cheng, Yuxuan Chen, Tan Chen, Mao Ye, Jingdong Wang, Siyu Zhu","https://arxiv.org/abs/2412.00115","2025","CVPR","https://github.com/fudan-generative-vision/OpenHumanVid","highlight"
"164","💡 未复现","OpticalNet: An Optical Imaging Dataset and Benchmark Beyond the Diffraction Limit","Benquan Wang, Ruyi An, Jin-Kyu So, Sergei Kurdiumov, Eng Aik Chan, Giorgio Adamo, Yuhan Peng, Yewen Li, Bo An","https://openaccess.thecvf.com/content/CVPR2025/html/Wang_OpticalNet_An_Optical_Imaging_Dataset_and_Benchmark_Beyond_the_Diffraction_CVPR_2025_paper.html","2025","CVPR","https://github.com/Deep-See/OpticalNet","highlight"
"165","💡 未复现","Optimizing for the Shortest Path in Denoising Diffusion Model","Ping Chen, Xingpeng Zhang, Zhaoxiang Liu, Huan Hu, Xiang Liu, Kai Wang, Min Wang, Yanlin Qian, Shiguo Lian","https://arxiv.org/abs/2503.03265","2025","CVPR","https://github.com/UnicomAI/ShortDF","highlight"
"166","💡 未复现","Reason-before-Retrieve: One-Stage Reflective Chain-of-Thoughts for Training-Free Zero-Shot Composed Image Retrieval","Yuanmin Tang, Xiaoting Qin, Jue Zhang, Jing Yu, Gaopeng Gou, Gang Xiong, Qingwei Ling, Saravan Rajmohan, Dongmei Zhang, Qi Wu","https://arxiv.org/abs/2412.11077","2025","CVPR","https://github.com/Pter61/osrcir","highlight"
"167","💡 未复现","SmartCLIP: Modular Vision-language Alignment with Identification Guarantees","Shaoan Xie, Lingjing Lingjing, Yujia Zheng, Yu Yao, Zeyu Tang, Eric P. Xing, Guangyi Chen, Kun Zhang","https://openaccess.thecvf.com/content/CVPR2025/html/Xie_SmartCLIP_Modular_Vision-language_Alignment_with_Identification_Guarantees_CVPR_2025_paper.html","2025","CVPR","https://openaccess.thecvf.com/content/CVPR2025/html/Xie_SmartCLIP_Modular_Vision-language_Alignment_with_Identification_Guarantees_CVPR_2025_paper.html","highlight"
"168","💡 未复现","Structured 3D Latents for Scalable and Versatile 3D Generation","Jianfeng Xiang, Zelong Lv, Sicheng Xu, Yu Deng, Ruicheng Wang, Bowen Zhang, Dong Chen, Xin Tong, Jiaolong Yang","https://arxiv.org/abs/2412.01506","2025","CVPR","https://github.com/microsoft/TRELLIS","highlight"
"169","💡 未复现","StyleSSP: Sampling StartPoint Enhancement for Training-free Diffusion-based Method for Style Transfer","Ruojun Xu, Weijie Xi, Xiaodi Wang, Yongbo Mao, Zach Cheng","https://arxiv.org/abs/2501.11319","2025","CVPR","https://github.com/bytedance/StyleSSP","highlight"
"170","💡 未复现","Towards Autonomous Micromobility through Scalable Urban Simulation","Wayne Wu, Honglin He, Chaoyuan Zhang, Jack He, Seth Z. Zhao, Ran Gong, Quanyi Li, Bolei Zhou","https://arxiv.org/abs/2505.00690","2025","CVPR","https://github.com/metadriverse/urban-sim","highlight"
"171","💡 未复现","UIBDiffusion: Universal Imperceptible Backdoor Attack for Diffusion Models","Yuning Han, Bingyin Zhao, Rui Chu, Feng Luo, Biplab Sikdar, Yingjie Lao","https://arxiv.org/abs/2412.11441","2025","CVPR","https://github.com/TheLaoLab/UIBDiffusion","highlight"
"172","💡 未复现","UCOD-DPL: Unsupervised Camouflaged Object Detection via Dynamic Pseudo-label Learning","Weiqi Yan, Lvhai Chen, Huaijia Kou, Shengchuan Zhang, Yan Zhang, Liujuan Cao","https://openaccess.thecvf.com/content/CVPR2025/html/Yan_UCOD-DPL_Unsupervised_Camouflaged_Object_Detection_via_Dynamic_Pseudo-label_Learning_CVPR_2025_paper.html","2025","CVPR","https://github.com/Heartfirey/UCOD-DPL","highlight"
